experiment,corruption,severity,intervention_type,fraction,alpha,norm_cap,layer_id,mask_seed,U,n_images,recovery_rate,new_error_rate,corruption_failure_set_size,still_correct_set_size,margin_change,model_fingerprint
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,4,-0.14999999999999458,2000,0.014925373134328358,0.006056018168054504,134,1321,0.00287876284122467,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,5,0.10000000000000009,2000,0.05970149253731343,0.006813020439061317,134,1321,0.0025788047313690184,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,6,-0.10000000000000009,2000,0.007462686567164179,0.004542013626040878,134,1321,0.0006967899799346924,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,7,0.15000000000000568,2000,0.022388059701492536,0.001514004542013626,134,1321,0.007860036492347717,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,8,-0.10000000000000009,2000,0.022388059701492536,0.004542013626040878,134,1321,0.0009657431840896606,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,9,0.0,2000,0.03731343283582089,0.005299015897047691,134,1321,0.00036760711669921875,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,10,-0.24999999999999467,2000,0.022388059701492536,0.00757002271006813,134,1321,-0.003566826581954956,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,11,-0.10000000000000009,2000,0.03731343283582089,0.008327024981074944,134,1321,-0.0005435189008712769,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,12,0.15000000000000568,2000,0.05223880597014925,0.006056018168054504,134,1321,0.0040264660120010376,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,13,0.0,2000,0.029850746268656716,0.005299015897047691,134,1321,0.0027561630010604857,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,14,-0.04999999999999449,2000,0.03731343283582089,0.006813020439061317,134,1321,0.0045611363649368285,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,1,15,0.35000000000000586,2000,0.04477611940298507,0.001514004542013626,134,1321,0.008933749556541443,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
