layer,metric_name,score,n_samples,summary_mode,label_access,corruption,severity,split,is_observed,model_fingerprint
1,one_minus_cka,0.10896837141298765,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,amplification_ratio,2.9023592581025737,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,knn_preservation,0.33577076544027007,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,relative_distance,0.5794720781225853,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,cosine_distance,0.16588755296441413,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,one_minus_cka,0.0780415414225446,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,amplification_ratio,1.3072257973341204,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,knn_preservation,0.41805439074169726,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,relative_distance,0.07853596309217158,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,cosine_distance,0.003172866505205893,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,one_minus_cka,0.10505205370236981,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,amplification_ratio,1.529955016298351,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,knn_preservation,0.3467685626636865,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,relative_distance,0.6240089928412561,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,cosine_distance,0.18681804126054707,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,one_minus_cka,0.06949739090187179,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,amplification_ratio,1.0768577406921223,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,knn_preservation,0.43557210062898916,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,relative_distance,0.08990072851843814,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,cosine_distance,0.004124455253527039,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,one_minus_cka,0.09881792903613129,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,amplification_ratio,1.1447077870927567,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,knn_preservation,0.3587898822883343,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,relative_distance,0.5682577806243678,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,cosine_distance,0.16052084236872355,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,one_minus_cka,0.06667406321972269,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,amplification_ratio,0.9106563962114709,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,knn_preservation,0.42567858401488434,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,relative_distance,0.10757011891436744,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,cosine_distance,0.005876677155933108,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,one_minus_cka,0.09098529223936414,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,amplification_ratio,1.196543350505835,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,knn_preservation,0.35216048244840814,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,relative_distance,0.4943356550753416,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,cosine_distance,0.1234748357812249,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,one_minus_cka,0.06299647460527114,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,amplification_ratio,0.8699144506779917,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,knn_preservation,0.40421378857640466,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,relative_distance,0.14505676551127666,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,cosine_distance,0.01051317749227559,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,one_minus_cka,0.0935956529516031,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,amplification_ratio,1.348485685199911,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,knn_preservation,0.34458967765121007,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,relative_distance,0.45047713994726474,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,cosine_distance,0.1017174880736376,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,one_minus_cka,0.0690242486394641,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,amplification_ratio,0.9112778641844226,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
5,knn_preservation,0.4011071858567989,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,relative_distance,0.1837859716014793,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,cosine_distance,0.016381860640869664,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,one_minus_cka,0.10620024570124953,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,amplification_ratio,1.2669934487625938,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,knn_preservation,0.33581565854166473,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,relative_distance,0.4308910513862935,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,cosine_distance,0.09330439356033975,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,one_minus_cka,0.08154112579460782,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,amplification_ratio,0.9565214595278596,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
6,knn_preservation,0.4067055469899897,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,relative_distance,0.2310858091782874,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,cosine_distance,0.025535825648461186,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,one_minus_cka,0.13293292910992482,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,amplification_ratio,1.2573636995503272,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,knn_preservation,0.32562823927878104,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,relative_distance,0.4097252759902543,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,cosine_distance,0.08500113118869176,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,one_minus_cka,0.09328525213750138,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,amplification_ratio,0.9508790555572153,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
7,knn_preservation,0.4069716877120128,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,relative_distance,0.3121133472107714,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,cosine_distance,0.04656244409117727,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,one_minus_cka,0.18081596347308082,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,amplification_ratio,1.350638311892054,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,knn_preservation,0.30118589515919236,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,relative_distance,0.383501948813759,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,cosine_distance,0.07534107676266603,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,one_minus_cka,0.09799918119392115,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,amplification_ratio,0.9359977801879152,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
8,knn_preservation,0.40570335246109246,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,relative_distance,0.3999856126043367,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,cosine_distance,0.07991166178646597,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,one_minus_cka,0.20437972562542794,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,amplification_ratio,1.2815395950825033,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,knn_preservation,0.2891436620654887,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,relative_distance,0.32886691186896067,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,cosine_distance,0.05597548088507726,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,one_minus_cka,0.0984079222999279,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,amplification_ratio,0.8575364815907862,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
9,knn_preservation,0.39938160227285613,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,relative_distance,0.407823524962917,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,cosine_distance,0.09064616661870578,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,one_minus_cka,0.18800476669840993,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,amplification_ratio,1.0195954857164664,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,knn_preservation,0.29700881694844544,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,relative_distance,0.2996961685198296,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,cosine_distance,0.046412015246401345,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,one_minus_cka,0.10686329773097303,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,amplification_ratio,0.9112992450856402,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
10,knn_preservation,0.3723101860300003,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,relative_distance,0.49855728264519616,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,cosine_distance,0.13935797024210167,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,one_minus_cka,0.23494389549592976,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,amplification_ratio,1.2224828930369562,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,knn_preservation,0.24373239522775125,2000,cls,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,relative_distance,0.3056023750834431,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,cosine_distance,0.04872187691553326,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,one_minus_cka,0.10037943304404329,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,amplification_ratio,1.0197073142202107,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
11,knn_preservation,0.3436418633396187,2000,patch_mean,none,defocus_blur,1,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,relative_distance,0.02730852343473476,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,cosine_distance,0.0004735293604942541,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,one_minus_cka,0.2302401231448904,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,amplification_ratio,1.0,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,knn_preservation,0.18910280165311125,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,relative_distance,0.5500468349151056,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,cosine_distance,0.15416081482553398,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,one_minus_cka,0.205751573739006,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,amplification_ratio,1.0,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
0,knn_preservation,0.23249666424047227,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,relative_distance,0.06928979614653594,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,cosine_distance,0.002578082104885151,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,one_minus_cka,0.23186483231836785,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,amplification_ratio,2.537295592423118,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,knn_preservation,0.20389043636102458,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,relative_distance,0.7331744502272687,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,cosine_distance,0.2604996210053277,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,one_minus_cka,0.1493677504820594,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,amplification_ratio,1.3329309500352402,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
1,knn_preservation,0.2744036483812025,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,relative_distance,0.10380048896007728,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,cosine_distance,0.005528345038227322,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,one_minus_cka,0.188839746181091,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,amplification_ratio,1.4980631309775712,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,knn_preservation,0.21587175350449342,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,relative_distance,0.8469792734302533,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,cosine_distance,0.3152159833623025,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,one_minus_cka,0.14013253489174982,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,amplification_ratio,1.1552220254916241,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
2,knn_preservation,0.2952466197373318,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,relative_distance,0.1263586086856229,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,cosine_distance,0.008134452656429318,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,one_minus_cka,0.20106876798525264,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,amplification_ratio,1.217321902348858,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,knn_preservation,0.22276592705540074,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,relative_distance,0.8049090143873668,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,cosine_distance,0.29648058800877836,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,one_minus_cka,0.14159737826877117,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,amplification_ratio,0.9503290572005352,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
3,knn_preservation,0.28327281889936684,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,relative_distance,0.15495726483985098,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,cosine_distance,0.012154987110082146,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,one_minus_cka,0.20211089349631428,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,amplification_ratio,1.2263293055511622,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,knn_preservation,0.20893593613988348,2000,cls,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,relative_distance,0.7303167819691626,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
4,cosine_distance,0.25654024982312473,2000,patch_mean,none,defocus_blur,3,score,True,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
