experiment,corruption,severity,intervention_type,fraction,alpha,norm_cap,layer_id,n_seeds,U_mean,U_std,U_min,U_max,n_images_mean,n_images_std,n_images_min,n_images_max,recovery_rate_mean,recovery_rate_std,recovery_rate_min,recovery_rate_max,new_error_rate_mean,new_error_rate_std,new_error_rate_min,new_error_rate_max,corruption_failure_set_size_mean,corruption_failure_set_size_std,corruption_failure_set_size_min,corruption_failure_set_size_max,still_correct_set_size_mean,still_correct_set_size_std,still_correct_set_size_min,still_correct_set_size_max,margin_change_mean,margin_change_std,margin_change_min,margin_change_max,model_fingerprint
E1,gaussian_noise,1,partial_channel,0.2,1.0,,2,20,0.27250000000000274,0.4603988545415355,-0.44999999999999485,1.5000000000000013,2000.0,0.0,2000,2000,0.24738805970149258,0.0628245871439636,0.17164179104477612,0.417910447761194,0.02925813777441333,0.004422747174763002,0.02195306585919758,0.04012112036336109,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.09288377531766892,0.03158356757423265,0.041372802376747134,0.1667954088449478,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,3,20,-0.052499999999996994,0.11973105827557586,-0.24999999999999467,0.20000000000000018,2000.0,0.0,2000,2000,0.03246268656716418,0.00946289472216235,0.014925373134328358,0.04477611940298507,0.006093868281604844,0.0017099928269179092,0.003028009084027252,0.009084027252081756,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.004293437391519547,0.0035777466709870625,-0.00017796385288238524,0.01157332479953766,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,3,20,-0.024999999999998357,0.22970232453054776,-0.5000000000000004,0.35000000000000586,2000.0,0.0,2000,2000,0.0873134328358209,0.019384848614759514,0.05223880597014925,0.12686567164179105,0.013474640423921273,0.0031795992574481778,0.008327024981074944,0.018168054504163512,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.03183878322243691,0.007986101936879904,0.0184331134557724,0.04921330142021179,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.1,1.0,,3,20,0.11500000000000288,0.3301116238646057,-0.5000000000000004,0.9500000000000064,2000.0,0.0,2000,2000,0.15149253731343285,0.03912342207049809,0.08955223880597014,0.26119402985074625,0.02017411052233157,0.0034583533076612705,0.012112036336109008,0.025738077214231644,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.06515012500882149,0.01666116276992448,0.040709981799125675,0.10438421607017517,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.2,1.0,,3,20,0.8025000000000038,0.2890433404034406,0.30000000000000027,1.3000000000000012,2000.0,0.0,2000,2000,0.2727611940298508,0.03839554242749209,0.23134328358208955,0.3582089552238806,0.025246025738077216,0.004298244874893812,0.018925056775170326,0.03709311127933384,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.12895082562565802,0.022354172771745746,0.09294810473918914,0.17780272603034974,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,4,20,-0.017499999999997518,0.14624690729973305,-0.24999999999999467,0.20000000000000018,2000.0,0.0,2000,2000,0.03246268656716418,0.012172477518709956,0.007462686567164179,0.05970149253731343,0.005904617713853142,0.001989240530906242,0.002271006813020439,0.011355034065102196,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.005220070844888688,0.0030717848576400455,-0.0008933665752410889,0.011634141325950623,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.05,1.0,,4,20,0.040000000000003366,0.2198085291195143,-0.34999999999999476,0.550000000000006,2000.0,0.0,2000,2000,0.09477611940298507,0.01764333415639729,0.06716417910447761,0.1417910447761194,0.012906888720666162,0.002616287555360344,0.008327024981074944,0.0174110522331567,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.03285107155442238,0.005521698477183841,0.024907794237136842,0.04359522843360901,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.1,1.0,,4,20,0.28000000000000363,0.29486839169543466,-0.24999999999999467,0.9000000000000008,2000.0,0.0,2000,2000,0.16380597014925374,0.028077224559744526,0.11940298507462686,0.23880597014925373,0.017978803936411804,0.0032478745300721624,0.011355034065102196,0.026495079485238455,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.06787836599349976,0.012282995054895196,0.04058184719085693,0.09504022634029388,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.2,1.0,,4,20,0.9125000000000032,0.37970729724216307,0.30000000000000027,1.550000000000007,2000.0,0.0,2000,2000,0.2708955223880597,0.042567966243714755,0.22388059701492538,0.3805970149253731,0.021763815291445873,0.0032292485727332923,0.016654049962149888,0.028766086298258896,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.1379555849134922,0.014947558211136856,0.11185766851902008,0.16491792345046996,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
E1,gaussian_noise,1,partial_channel,0.01,1.0,,5,20,-0.032499999999998086,0.11616118565438059,-0.24999999999999467,0.15000000000000568,2000.0,0.0,2000,2000,0.03246268656716418,0.013322185449613172,0.007462686567164179,0.05970149253731343,0.005753217259651779,0.0017086694735710365,0.003028009084027252,0.00984102952308857,134.0,0.0,134,134,1321.0,0.0,1321,1321,0.006021876215934753,0.0032347536088325884,0.0001665351390838623,0.01202780282497406,274f49f21a03df6f7da7f330fed2fe31ff1b6bdd1be8fc9ce8088bf297fdd4e6
